Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39k,"Understanding of basic physics, Familiarity with basic programming, Problem-solving skills, Knowledge of machine learning concepts, Understanding of robotics, Familiarity with artificial intelligence, Basic knowledge of engineering principles, Understanding of navigation and mapping, Knowledge of sensor fusion, Proficiency in Python or C++, Understanding of vehicle kinematics, Skills in control theory and algorithms, Understanding of computer vision."
339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76k,"Data Entry, Spreadsheet Navigation, Basic Math Skills, Data Analysis, Problem-Solving, Critical Thinking, Modeling Techniques, Understanding of Spreadsheet Functions, Data Visualization, Decision Making"
766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12k,"Understanding of basic mathematics, Analytical skills, Critical thinking, Data interpretation, Familiarity with statistical concepts, Public health knowledge, Research skills, Use of statistical software, Data collection and management, Problem-solving, Quantitative literacy"
312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69k,"Understanding of environmental science, knowledge of sustainable practices, awareness of global environmental issues, critical thinking, problem-solving, research skills, communication skills, understanding of renewable resources, basic knowledge of climate change, comprehension of sustainability concepts, ability to analyze environmental policies, understanding of ecological principles."
250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67k,"Research skills, Critical thinking, Statistical analysis, Data interpretation, Knowledge of research methodologies, Literature review skills, Understanding of bias and variability, Synthesis of information, Use of systematic review databases and software, Meta-analysis techniques, Report writing"
758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33k,"Systems Analysis, Problem Solving, Technical Understanding, Project Management, System Design, Mathematical Modeling, Decision Making, Risk Management, Quality Assurance, Communication Skills"
230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150k,"Understanding of Basic Artificial Intelligence Concepts, Familiarity with Machine Learning, Introduction to Deep Learning, Proficiency in TensorFlow, Data Analysis, Programming Skills, Python Coding, Neural Network Architecture, Model Training, Debugging, Predictive Analytics, Data Modeling, Algorithm Design, Supervised Learning, Unsupervised Learning"
735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4.1k,"Understanding of basic physics, mathematical skills, problem-solving skills, understanding of energy principles, knowledge in heat transfer, ability to understand and apply the laws of thermodynamics, analytical thinking, conceptual understanding of energy conversion"
659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13k,"Understanding of basic trading principles, Knowledge of Machine Learning, Familiarity with Google Cloud Platform (GCP), Data analysis, Predictive modeling, Algorithm development, Cloud computing, Financial market analysis, Python programming, Statistical analysis, Data mining, Time series analysis"
557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72k,"Artistic creativity, Attention to detail, Knowledge of typography principles, Understanding of font styles, Basic computer skills, Graphic design skills, Knowledge of design software, Visual communication skills, Concept development, Layout skills, Color theory understanding"
428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87k,"Understanding of basic design principles, User research, Information architecture, Wireframing, Prototyping, User testing, Interaction design, Visual design, Usability testing, Problem-solving skills, Communication skills, Empathy for user needs, Creativity, Analytical skills, Critical thinking"
744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16k,"Understanding of User Experience (UX) basics, Knowledge of UX principles, Familiarity with UX processes, Ability to conduct user research, Skills in creating user personas, Proficiency in designing user flows and wireframes, Capability to perform usability testing, Ability to analyze user feedback, Problem-solving skills, Critical thinking, Communication skills, Empathy for users, Knowledge of interface design, Understanding of information architecture."
625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76k,"HTML, CSS, JavaScript, Basic Programming, Web Design, User Interface Design, Responsive Design, Front-End Development, Back-End Development, Debugging, Problem-Solving, Server-Side Programming, Database Management"
194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110k,"Understanding of basic biology, Scientific literacy, Analytical thinking, Knowledge of cellular processes, Understanding of genetics, Research skills, Knowledge of human anatomy and physiology, Critical thinking, Problem-solving, Understanding of disease processes, Knowledge of cancer biology"
270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270k,"Understanding of basic biology, Knowledge of human anatomy, Basic laboratory skills, Research and analysis, Critical thinking, Problem-solving, Understanding of physiological systems, Data interpretation, Scientific literacy, Attention to detail, Note-taking, Time management, Study skills, Written communication, Understanding of homeostasis, Knowledge of cell biology"
741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4.5k,"Portuguese Language Proficiency, Principles of Project Management, Project Planning, Risk Management, Team Management, Time Management, Quality Control, Budgeting, Communication Skills"
866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120k,"Python programming, Computer Science basics, Problem-solving, Logical thinking, Algorithms, Data Structures, Coding practices, Debugging, Understanding of syntax and semantics of Python, Software Development"
80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99k,"Financial Analysis, Risk Management, Portfolio Management, Asset Allocation, Understanding of Financial Markets, Financial Forecasting, Investment Strategy Development, Decision Making, Critical Thinking, Numeracy Skills, Knowledge of Investment Products, Financial Planning, Ethical Considerations in Investment"
147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14k,"Investment understanding, Financial analysis, Python programming, Machine Learning, Data analysis, Risk management, Portfolio management, Quantitative skills, Problem-solving, Critical thinking, Statistical analysis, Algorithm development, Data visualization, Predictive modeling, Decision-making"
195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49k,"Financial Analysis, Risk Management, Investment Strategies, Portfolio Optimization, Asset Allocation, Financial Planning, Market Research, Analytical Skills, Decision Making, Understanding of Financial Markets, Economic Forecasting, Financial Modeling, Strategic Planning, Knowledge of Investment Products, Quantitative Skills"
639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4.4k,"Basic Japanese Vocabulary, Basic Japanese Grammar, Japanese Pronunciation, Understanding of Japanese Culture, Listening Skills, Speaking Skills, Reading Skills, Writing Skills in Japanese"
45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380k,"Java programming, Software engineering, Understanding of programming fundamentals, Problem-solving, Debugging, Code testing, Application development, Object-oriented programming, Data structures, Algorithms, Software design principles"
518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160k,"Java programming, Problem-solving, Software development, Understanding of Java syntax and commands, Debugging, Code optimization, Basic computer literacy, Algorithm design, Logical thinking"
586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22k,"Julia programming, Scientific computing, Data analysis, Problem-solving, Algorithm development, Numerical computation, Data visualization, Software development"
546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37k,"Java programming, Understanding of object-oriented programming, Kotlin programming, Syntax transition from Java to Kotlin, Interoperability of Kotlin and Java, Understanding of JVM, Software development, Problem-solving, Debugging, Code optimization, Familiarity with Integrated Development Environments (IDEs)"
516,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8k,"French Language Proficiency, Operational Excellence, Process Improvement, Quality Management, Lean Management, Problem Solving, Strategic Planning, Performance Measurement, Teamwork, Communication Skills"
